seq	start	end	strand	locus_tag	com_id	type	description
FQ312003.1	1413036	1414257	1	SL1344_1307	sufS	CDS	hypothetical amintransferase
FQ312003.1	1414269	1414686	1	SL1344_1308	ynhA	CDS	conserved hypothetical protein
FQ312003.1	1414840	1415842	1	SL1344_1309	ynhG	CDS	hypothetical exported protein
FQ312003.1	1415908	1416148	-1	SL1344_1310	lppB	CDS	major outer membrane lipoprotein
FQ312003.1	1416230	1416467	-1	SL1344_1311	lpp	CDS	major outer membrane lipoprotein
FQ312003.1	1416777	1418136	-1	SL1344_1312	pykF	CDS	pyruvate kinase
FQ312003.1	1418591	1419935	-1	SL1344_1313	orf48	CDS	hypothetical amino acid permease
FQ312003.1	1419956	1420850	-1	SL1344_1314	orf32	CDS	hypothetical hydrolase
FQ312003.1	1420908	1421646	-1	SL1344_1315	orf245	CDS	hypothetical protein
FQ312003.1	1421657	1422884	-1	SL1344_1316	orf408	CDS	hypothetical ribokinase/regulatory protein
FQ312003.1	1423206	1426269	-1	SL1344_1317	ttrA	CDS	tetrathionate reductase subunit A
FQ312003.1	1426261	1427284	-1	SL1344_1318	ttrC	CDS	tetrathionate reductase subunit C (membrane protein)
FQ312003.1	1427284	1428037	-1	SL1344_1319	ttrB	CDS	tetrathionate reductase subunit B
FQ312003.1	1428200	1429979	1	SL1344_1320	ttrS	CDS	hypothetical histidine kinase, two component regulatory protein
FQ312003.1	1429935	1430574	1	SL1344_1321	ttrR	CDS	hypothetical two-component response regulator
FQ312003.1	1430671	1430884	1	SL1344_1322	orf70	CDS	conserved hypothetical protein
FQ312003.1	1430979	1431939	-1	SL1344_1323	orf319	CDS	hypothetical pathogenicity island protein
FQ312003.1	1432111	1432840	-1	SL1344_1324	orf242	CDS	hypothetical transcriptional regulator
FQ312003.1	1433018	1433657	-1	SL1344_1325	ssrB	CDS	two-component response regulator
FQ312003.1	1433687	1436450	-1	SL1344_1326	ssrA	CDS	two-component sensor kinase
FQ312003.1	1436850	1437252	1	SL1344_1327	ssaB	CDS	Type III secretion system effector protein, Interferes with endosomal trafficking
FQ312003.1	1437253	1438747	1	SL1344_1328	ssaC	CDS	outer membrane secretory protein
FQ312003.1	1438727	1439939	1	SL1344_1329	ssaD	CDS	hypothetical pathogenicity island protein
FQ312003.1	1439946	1440189	1	SL1344_1330	ssaE	CDS	type III secretion system protein
FQ312003.1	1440509	1440779	1	SL1344_1331	sseA	CDS	Type III secretion system chaperone protein
FQ312003.1	1440785	1441376	1	SL1344_1332	sseBa	CDS	Type III secretion system secreted effector protein
FQ312003.1	1441372	1441846	1	SL1344_1333	sscA	CDS	Type III secretion system chaperone protein
FQ312003.1	1441848	1443303	1	SL1344_1334	sseC	CDS	Type III secretion system apparatus protein
FQ312003.1	1443318	1443906	1	SL1344_1335	sseD	CDS	Type III secretion system apparatus protein
FQ312003.1	1443908	1444325	1	SL1344_1336	sseE	CDS	Type III secretion system protein
FQ312003.1	1444376	1444811	1	SL1344_1337	sscB	CDS	Type III secretion system chaperone protein
FQ312003.1	1444826	1445609	1	SL1344_1338	sseF	CDS	Type III secretion system effector protein-regulates and maintains the SCV
FQ312003.1	1445605	1446295	1	SL1344_1339	sseG	CDS	Type III secretion system effector protein-modulates the positioning of the SCV
FQ312003.1	1446388	1446604	1	SL1344_1340	ssaG	CDS	Type III secretion system apparatus
FQ312003.1	1446644	1446872	1	SL1344_1341	ssaH	CDS	Type III secretion system apparatus
FQ312003.1	1446883	1447132	1	SL1344_1342	ssaI	CDS	Type III secretion system apparatus
FQ312003.1	1447128	1447878	1	SL1344_1343	ssaJ	CDS	Type III secretion system apparatus
FQ312003.1	1447895	1448444	1	SL1344_1344	SL1344_1344	CDS	hypothetical pathogenicity island protein
FQ312003.1	1448440	1449115	1	SL1344_1345	ssaK	CDS	Type III secretion system apparatus
FQ312003.1	1449080	1450097	1	SL1344_1346	ssaL	CDS	Type III secretion system apparatus
FQ312003.1	1450154	1450523	1	SL1344_1347	ssaM	CDS	Type III secretion system apparatus
FQ312003.1	1450507	1452553	1	SL1344_1348	ssaV	CDS	Type III secretion system apparatus
FQ312003.1	1452542	1453844	1	SL1344_1349	ssaN	CDS	Type III secretion ATP synthase
FQ312003.1	1453846	1454224	1	SL1344_1350	ssaO	CDS	Type III secretion system apparatus
FQ312003.1	1454204	1454579	1	SL1344_1351	ssaP	CDS	Type III secretion system apparatus
FQ312003.1	1454559	1455528	1	SL1344_1352	ssaQ	CDS	Type III secretion system protein
FQ312003.1	1455595	1456243	1	SL1344_1353	ssaR	CDS	Type III secretion system protein
FQ312003.1	1456239	1456506	1	SL1344_1354	ssaS	CDS	Type III secretion system apparatus
FQ312003.1	1456506	1457286	1	SL1344_1355	ssaT	CDS	Type III secretion system apparatus
FQ312003.1	1457282	1458341	1	SL1344_1356	ssaU	CDS	Type III secretion system protein
FQ312003.1	1458813	1460187	-1	SL1344_1357	norM	CDS	Probable multidrug resistance protein norM
FQ312003.1	1460403	1461045	1	SL1344_1358	ribE	CDS	riboflavin synthase alpha chain
FQ312003.1	1461086	1462235	-1	SL1344_1359	cfa	CDS	cyclopropane-fatty-acyl-phospholipid synthase
FQ312003.1	1462524	1463730	-1	SL1344_1360	ydhC	CDS	hypothetical integral membrane transport protein
FQ312003.1	1463842	1464775	1	SL1344_1361	ydhB	CDS	hypothetical transcriptional regulator
FQ312003.1	1464771	1465797	-1	SL1344_1362	purR	CDS	purine nucleotide synthesis repressor
FQ312003.1	1466092	1466182	1	SL1344_1362A	ynhF	CDS	conserved sORF
FQ312003.1	1466264	1466846	-1	SL1344_1363	sodB	CDS	superoxide dismutase
FQ312003.1	1466972	1467827	-1	SL1344_1364	ydhO	CDS	hypothetical secreted protein
FQ312003.1	1468128	1468476	1	SL1344_1365	ydhD	CDS	conserved hypothetical protein
FQ312003.1	1468553	1469201	-1	SL1344_1366	rnt	CDS	ribonuclease T
FQ312003.1	1469301	1469709	-1	SL1344_1367	gloA	CDS	lactoylglutathione lyase
FQ312003.1	1469777	1470875	-1	SL1344_1368	nemA	CDS	N-ethylmaleimide reductase
FQ312003.1	1470933	1471533	-1	SL1344_1369	ydhM	CDS	hypothetical TetR-family transcriptional regulator
FQ312003.1	1471635	1471875	1	SL1344_1370	ydhL	CDS	conserved hypothetical protein
FQ312003.1	1471925	1472822	1	SL1344_1371	ydhF	CDS	hypothetical oxidoreductase
FQ312003.1	1472901	1473423	1	SL1344_1372	sodCb	CDS	copper-zinc superoxide dismutase
FQ312003.1	1473398	1475438	-1	SL1344_1373	SL1344_1373	CDS	hypothetical membrane protein
FQ312003.1	1475437	1476334	-1	SL1344_1374	ydhJ	CDS	hypothetical HlyD-family protein
FQ312003.1	1476300	1476537	-1	SL1344_1375	ydhI	CDS	conserved hypothetical protein
FQ312003.1	1476731	1477172	1	SL1344_1376	slyA	CDS	Transcriptional regulator slyA.
FQ312003.1	1477219	1477687	-1	SL1344_1377	slyB	CDS	outer membrane lipoprotein SlyB precursor
FQ312003.1	1477958	1479080	1	SL1344_1378	anmK	CDS	conserved hypothetical protein
FQ312003.1	1479167	1479497	1	SL1344_1379	mliC	CDS	lipoprotein
FQ312003.1	1479555	1480212	1	SL1344_1380	pdxH	CDS	pyridoxamine 5'-phosphate oxidase
FQ312003.1	1480338	1481613	1	SL1344_1381	tyrS	CDS	tyrosyl-tRNA synthetase
FQ312003.1	1481672	1482533	1	SL1344_1382	pdxY	CDS	pyridoxamine kinase (ec 2.7.1.35) (pm kinase)
FQ312003.1	1482591	1483197	-1	SL1344_1383	gst	CDS	glutathione S-transferase
FQ312003.1	1483301	1484807	-1	SL1344_1384	tppB	CDS	hypothetical proton/oligopeptide symporter
FQ312003.1	1485408	1486044	-1	SL1344_1385	nth	CDS	endonuclease III
FQ312003.1	1486043	1486736	-1	SL1344_1386	rnfE	CDS	Electron transport complex protein rnfE
FQ312003.1	1486738	1487359	-1	SL1344_1387	rnfG	CDS	Electron transport complex protein rnfG
FQ312003.1	1487362	1488421	-1	SL1344_1388	rnfD	CDS	Electron transport complex protein rnfD
FQ312003.1	1488421	1490629	-1	SL1344_1389	rnfC	CDS	Electron transport complex protein rnfC
FQ312003.1	1490621	1491200	-1	SL1344_1390	rnfB	CDS	Electron transport complex protein rnfB
FQ312003.1	1491199	1491781	-1	SL1344_1391	rnfA	CDS	Electron transport complex protein rnfA
FQ312003.1	1491857	1492298	-1	SL1344_1392	ydgK	CDS	hypothetical membrane protein
FQ312003.1	1492386	1492617	-1	SL1344_1393	ydgT	CDS	conserved hypothetical protein
FQ312003.1	1492899	1493025	-1	SL1344_1393A	blr	CDS	conserved sORF
FQ312003.1	1493232	1494273	1	SL1344_1394	ydgJ	CDS	hypothetical oxidoreductase
FQ312003.1	1494347	1495349	-1	SL1344_1395	add	CDS	Adenosine deaminase
FQ312003.1	1496052	1497561	-1	SL1344_1396	ydgA	CDS	conserved hypothetical protein
FQ312003.1	1497663	1498839	-1	SL1344_1397	manA	CDS	mannose-6-phosphate isomerase
FQ312003.1	1499038	1500685	1	SL1344_1398	fumA	CDS	Fumarate hydratase class I, aerobic
FQ312003.1	1500852	1502256	1	SL1344_1400	fumC	CDS	Fumarate hydratase class II
FQ312003.1	1502252	1503182	-1	SL1344_1401	tus	CDS	DNA replication terminus site-binding protein
FQ312003.1	1503257	1504559	-1	SL1344_1402	rstB	CDS	two component sensor kinase
FQ312003.1	1504669	1506376	-1	SL1344_1403	SL1344_1403	CDS	conserved hypothetical protein
FQ312003.1	1506528	1507662	-1	SL1344_1404	ompN	CDS	outer membrane protein
FQ312003.1	1508141	1508873	-1	SL1344_1405	rstA	CDS	hypothetical two-component response regulator
FQ312003.1	1508999	1509335	1	SL1344_1406	ydgC	CDS	hypothetical membrane protein
FQ312003.1	1509396	1510779	-1	SL1344_1407	ydgI	CDS	hypothetical amino acid permease
FQ312003.1	1511077	1512022	-1	SL1344_1408	ydgH	CDS	hypothetical exported protein
FQ312003.1	1512548	1514078	1	SL1344_1409	pntA	CDS	pyridine nucleotide transhydrogenase subunit-alpha
FQ312003.1	1514088	1515477	1	SL1344_1410	pntB	CDS	pyridine nucleotide transhydrogenase subunit-beta
FQ312003.1	1515651	1516686	-1	SL1344_1411	tqsA	CDS	hypothetical membrane protein
FQ312003.1	1517103	1517466	1	SL1344_1412	ydgF	CDS	hypothetical conserved membrane protein
FQ312003.1	1517452	1517782	1	SL1344_1413	ydgE	CDS	hypothetical membrane protein
FQ312003.1	1517821	1518643	-1	SL1344_1414	SL1344_1414	CDS	hypothetical secreted protein
FQ312003.1	1518742	1518826	-1	SL1344_1414A	ydgU	CDS	conserved sORF
FQ312003.1	1518911	1519196	-1	SL1344_1415	asr	CDS	hypothetical secreted stress response protein
FQ312003.1	1519554	1520808	-1	SL1344_1416	ynfM	CDS	hypothetical membrane transport protein
FQ312003.1	1520927	1521827	1	SL1344_1417	ynfL	CDS	hypothetical regulatory protein
FQ312003.1	1521954	1523175	1	SL1344_1418	mlc	CDS	hypothetical regulatory protein
FQ312003.1	1523300	1523996	1	SL1344_1419	bioDb	CDS	Dethiobiotin synthetase
FQ312003.1	1523951	1525241	-1	SL1344_1420	clcB	CDS	Voltage-gated ClC-type chloride channel clcB. Putative chloride channel protein clcB-like.
FQ312003.1	1525376	1526525	-1	SL1344_1421	SL1344_1421	CDS	hypothetical ABC transporter ATP/GTP-binding protein
FQ312003.1	1526524	1527172	-1	SL1344_1422	SL1344_1422	CDS	hypothetical ABC transporter membrane protein
FQ312003.1	1527181	1528084	-1	SL1344_1423	SL1344_1423	CDS	hypothetical ABC transporter periplasmic binding protein
FQ312003.1	1528112	1528823	-1	SL1344_1424	SL1344_1424	CDS	hypothetical ABC transporter membrane protein
FQ312003.1	1529127	1529742	-1	SL1344_1425	ynfI	CDS	conserved hypothetical protein
FQ312003.1	1529784	1530642	-1	SL1344_1426	SL1344_1426	CDS	hypothetical dimethyl sulphoxide reductase subunit
FQ312003.1	1530643	1531261	-1	SL1344_1427	SL1344_1427	CDS	hypothetical anaerobic dimethyl sulfoxide reductase
FQ312003.1	1531271	1533707	-1	SL1344_1428	dmsA2	CDS	hypothetical dimethyl sulphoxide reductase subunit
FQ312003.1	1533805	1536247	-1	SL1344_1429	dmsA1	CDS	hypothetical dimethyl sulphoxide reductase subunit
FQ312003.1	1536400	1536709	-1	SL1344_1430	ynfD	CDS	hypothetical exported protein
FQ312003.1	1536803	1537523	1	SL1344_1431	ynfC	CDS	conserved hypothetical protein
FQ312003.1	1537563	1538124	-1	SL1344_1432	speG	CDS	spermidine N1-acetyltransferase
FQ312003.1	1538159	1538501	-1	SL1344_1433	ynfB	CDS	hypothetical secreted protein
FQ312003.1	1538653	1538980	1	SL1344_1434	ynfA	CDS	Hypothetical UPF0060 protein <ORFName>.
FQ312003.1	1539101	1540316	1	SL1344_1435	rspA	CDS	starvation sensing protein RspA
FQ312003.1	1540326	1541346	1	SL1344_1436	rspB	CDS	starvation sensing protein RspB
FQ312003.1	1541399	1542779	1	SL1344_1437	ydfJ	pseudo	hypothetical membrane transport protein (pseudogene)
FQ312003.1	1542922	1544389	1	SL1344_1438	ydfI	CDS	hypothetical D-mannonate oxidoreductase
FQ312003.1	1544455	1544659	-1	SL1344_1439	ydfZ	CDS	conserved hypothetical protein
FQ312003.1	1544839	1545526	-1	SL1344_1440	ydfH	CDS	hypothetical regulatory protein
FQ312003.1	1545655	1546402	-1	SL1344_1441	ydfG	CDS	hypothetical oxidoreductase
FQ312003.1	1546540	1548583	1	SL1344_1442	dcp	CDS	dipeptidyl carboxypeptidase II
FQ312003.1	1548927	1549110	1	SL1344_1443	SL1344_1443	CDS	conserved hypothetical protein
FQ312003.1	1549229	1549757	-1	SL1344_1444	ydeJ	CDS	conserved hypothetical protein
FQ312003.1	1550183	1550576	1	SL1344_1445	ydeI	CDS	hypothetical periplasmic protein
FQ312003.1	1551266	1552454	-1	SL1344_1446	ydeE	CDS	hypothetical membrane protein
FQ312003.1	1552681	1553584	1	SL1344_1447	ydeD	CDS	hypothetical membrane protein
FQ312003.1	1553702	1553918	-1	SL1344_1448	marB	CDS	multiple antibiotic resistance protein MarB
FQ312003.1	1553946	1554336	-1	SL1344_1449	marA	CDS	multiple antibiotic resistance protein MarA
FQ312003.1	1554349	1554784	-1	SL1344_1450	marR	CDS	multiple antibiotic resistance protein MarR
FQ312003.1	1555042	1555708	1	SL1344_1451	marC	CDS	hypothetical membrane protein
FQ312003.1	1555754	1556945	-1	SL1344_1452	sotB	CDS	Probable sugar efflux transporter.
FQ312003.1	1557060	1557933	-1	SL1344_1453	yneJ	CDS	hypothetical regulatory protein
FQ312003.1	1558035	1559424	1	SL1344_1454	yneI	CDS	hypothetical oxidoreductase
FQ312003.1	1559496	1560423	1	SL1344_1455	yneH	CDS	probable glutaminase
FQ312003.1	1560422	1560782	1	SL1344_1456	yneG	CDS	conserved hypothetical protein
FQ312003.1	1561038	1561953	1	SL1344_1457	SL1344_1457	CDS	hypothetical membrane protein
FQ312003.1	1562008	1562551	-1	SL1344_1458	SL1344_1458	CDS	hypothetical exported protein
FQ312003.1	1563369	1564386	1	SL1344_1459	SL1344_1459	CDS	outer membrane protein
FQ312003.1	1564526	1564868	-1	SL1344_1460	hypA	CDS	hydrogenase nickel incorporation protein (HypA)
FQ312003.1	1564880	1565768	-1	SL1344_1461	SL1344_1461	CDS	hypothetical ATP/GTP-binding protein
FQ312003.1	1565755	1566817	-1	SL1344_1462	hyaF2	CDS	hydrogenase-1 operon protein HyaF2
FQ312003.1	1566834	1567245	-1	SL1344_1463	hyaE2	CDS	hydrogenase-1 operon protein HyaE2
FQ312003.1	1567241	1567541	-1	SL1344_1464	SL1344_1464	CDS	hydrogenase isoenzymes formation protein
FQ312003.1	1567540	1568149	-1	SL1344_1465	hyaD2	CDS	hydrogenase 1 maturation protease
FQ312003.1	1568154	1568898	-1	SL1344_1466	hyaC2	CDS	Ni/Fe-hydrogenase 1 b-type cytochrome subunit HyaC2
FQ312003.1	1568848	1570651	-1	SL1344_1467	hyaB2	CDS	uptake hydrogenase-1 large subunit
FQ312003.1	1570653	1571757	-1	SL1344_1468	hyaA2	CDS	uptake hydrogenase small subunit
FQ312003.1	1572185	1573277	1	SL1344_1469	SL1344_1469	CDS	hypothetical secreted hydrolase
FQ312003.1	1573442	1574114	1	SL1344_1470	SL1344_1470	CDS	hypothetical regulatory protein
FQ312003.1	1574172	1575198	-1	SL1344_1471	SL1344_1471	CDS	hypothetical alcohol dehydrogenase
FQ312003.1	1575172	1576459	-1	SL1344_1472	SL1344_1472	CDS	membrane transport protein
FQ312003.1	1576635	1578192	-1	SL1344_1473	pqaA	CDS	PhoPQ-activated protein
FQ312003.1	1578261	1579503	-1	SL1344_1474	SL1344_1474	CDS	hypothetical multidrug efflux protein
FQ312003.1	1579492	1581001	-1	SL1344_1475	SL1344_1475	CDS	hypothetical monooxygenase
FQ312003.1	1581045	1581534	1	SL1344_1476	SL1344_1476	CDS	hypothetical regulatory protein
FQ312003.1	1581726	1582806	1	SL1344_1477	SL1344_1477	CDS	hypothetical isomerase
FQ312003.1	1582857	1583247	-1	SL1344_1478	SL1344_1478	CDS	conserved hypothetical protein
FQ312003.1	1583417	1583702	-1	SL1344_1479	SL1344_1479	CDS	plasmid stability protein
FQ312003.1	1583691	1583940	-1	SL1344_1480	SL1344_1480	CDS	plasmid stability protein
FQ312003.1	1584296	1584629	1	SL1344_1481	SL1344_1481	CDS	hypothetical protein
FQ312003.1	1584771	1585680	1	SL1344_1482	SL1344_1482	CDS	conserved hypothetical protein
FQ312003.1	1585907	1586495	-1	SL1344_1483	SL1344_1483	pseudo	transposase (pseudogene)
FQ312003.1	1587257	1588724	-1	SL1344_1484	SL1344_1484	CDS	conserved hypothetical protein
FQ312003.1	1588982	1589990	1	SL1344_1485	SL1344_1485	CDS	hypothetical LacI-family transcriptional regulator
FQ312003.1	1590133	1591585	1	SL1344_1486	SL1344_1486	CDS	hypothetical Na+/H+ antiporter
FQ312003.1	1591597	1592800	1	SL1344_1487	SL1344_1487	CDS	hypothetical aminotransferase
FQ312003.1	1592912	1594988	-1	SL1344_1488	SL1344_1488	CDS	glycogen debranching protein
FQ312003.1	1595044	1597573	-1	SL1344_1489	SL1344_1489	CDS	hypothetical hydrolase
FQ312003.1	1597569	1599354	-1	SL1344_1490	SL1344_1490	CDS	hypothetical hydrolase
FQ312003.1	1599482	1600268	-1	SL1344_1491	SL1344_1491	CDS	hypothetical exported protein
FQ312003.1	1600410	1600740	-1	SL1344_1492	hdeB	CDS	hypothetical secreted protein
FQ312003.1	1601089	1601521	-1	SL1344_1493	osmC	CDS	osmotically inducible protein C
FQ312003.1	1602033	1602249	1	SL1344_1494	yddX	CDS	conserved hypothetical protein
FQ312003.1	1602343	1602487	1	SL1344_1495	rpsV	CDS	30S ribosomal protein S22
FQ312003.1	1602663	1604361	1	SL1344_1496	sfcA	CDS	NAD-linked malic enzyme; malate oxidoreductase
FQ312003.1	1604727	1605657	1	SL1344_1497	adhP	CDS	alcohol dehydrogenase
FQ312003.1	1605747	1606389	-1	SL1344_1498	fdnI	CDS	formate dehydrogenase, nitrate-inducible, cytochrome b556(fdn) subunit (formate dehydrogenase-n gamma subunit) (fdh-n gamma subunit) (anaerobic formate dehydrogenase cytochrome b556 subunit)
FQ312003.1	1606396	1607281	-1	SL1344_1499	fdnH	CDS	formate dehydrogenase, nitrate-inducible, iron-sulfur subunit (formate dehydrogenase-n beta subunit) (fdh-n beta subunit) (anaerobic formate dehydrogenase iron-sulfur subunit)
FQ312003.1	1607294	1610342	-1	SL1344_1500	fdnG	CDS	formate dehydrogenase N (nitrate-inducible, alpha subunit)
FQ312003.1	1610676	1611501	1	SL1344_1502	yddG	CDS	hypothetical integral membrane protein
FQ312003.1	1611986	1613114	1	SL1344_1503	ompD	CDS	Outer membrane protein
FQ312003.1	1613197	1613638	1	SL1344_1504	SL1344_1504	CDS	conserved hypothetical protein
FQ312003.1	1613662	1615150	-1	SL1344_1505	smvA	CDS	methyl viologen resistance protein SmvA
FQ312003.1	1615266	1615845	1	SL1344_1506	SL1344_1506	CDS	hypothetical regulatory protein
FQ312003.1	1616059	1617448	1	SL1344_1507	narU	CDS	nitrite extrusion protein
FQ312003.1	1617539	1621280	1	SL1344_1508	narZ	CDS	respiratory nitrate reductase 2 alpha chain
FQ312003.1	1621276	1622821	1	SL1344_1509	narY	CDS	respiratory nitrate reductase 2 beta chain
FQ312003.1	1622820	1623516	1	SL1344_1510	narW	CDS	respiratory nitrate reductase 2 delta chain
FQ312003.1	1623512	1624193	1	SL1344_1511	narV	CDS	respiratory nitrate reductase 2 gamma chain
FQ312003.1	1624298	1625192	1	SL1344_1512	yddE	CDS	conserved hypothetical protein
FQ312003.1	1625227	1626073	-1	SL1344_1513	nhoA	CDS	N-hydroxyarylamine O-acetyltransferase
FQ312003.1	1626356	1626989	-1	SL1344_1514	steA	CDS	Type III secretion system effector protein
FQ312003.1	1627501	1628995	1	SL1344_1515	ansP	CDS	L-asparagine permease
FQ312003.1	1629071	1629293	-1	SL1344_1516	SL1344_1516	CDS	hypothetical lipoprotein
FQ312003.1	1629437	1630499	-1	SL1344_1517	SL1344_1517	CDS	possible ATP-binding protein
FQ312003.1	1630762	1632883	1	SL1344_1518	yncD	CDS	probable TonB-dependent receptor YncD precursor
FQ312003.1	1632949	1633615	-1	SL1344_1519	yncC	CDS	hypothetical regulatory protein
FQ312003.1	1633948	1634986	-1	SL1344_1520	yncB	CDS	hypothetical NADP-dependent oxidoreductase
FQ312003.1	1635197	1635713	1	SL1344_1521	yncA	CDS	hypothetical acetyltransferase
FQ312003.1	1635712	1636162	1	SL1344_1522	ydcZ	CDS	hypothetical membrane protein
FQ312003.1	1636166	1636400	-1	SL1344_1523	ydcY	CDS	conserved hypothetical protein
FQ312003.1	1636623	1637943	1	SL1344_1524	srfA	CDS	virulence protein
FQ312003.1	1637947	1640929	1	SL1344_1525	srfB	CDS	virulence protein
FQ312003.1	1640925	1643070	1	SL1344_1526	srfC	CDS	virulence protein
FQ312003.1	1643114	1643378	-1	SL1344_1527	ydcX	CDS	hypothetical inner membrane protein
FQ312003.1	1643686	1645132	-1	SL1344_1528	ydcW	CDS	hypothetical aldehyde dehydrogenase
FQ312003.1	1645246	1646671	-1	SL1344_1529	ydcR	CDS	hypothetical regulatory protein
FQ312003.1	1646806	1647577	-1	SL1344_1530	pdgL	CDS	D-alanyl-D-alanine dipeptidase
FQ312003.1	1647835	1648066	-1	SL1344_1530A	SL1344_1530A	CDS	conserved hypothetical protein
FQ312003.1	1648098	1648497	-1	SL1344_1531	ugtL	CDS	hypothetical membrane protein
FQ312003.1	1649033	1649984	1	SL1344_1532	sifB	CDS	Type III secretion system effector protein
FQ312003.1	1650257	1650488	1	SL1344_1533	yncJ	CDS	conserved hypothetical protein
FQ312003.1	1650488	1652453	-1	SL1344_1534	ydcP	CDS	hypothetical peptidase
FQ312003.1	1652531	1653068	-1	SL1344_1535	ydcN	CDS	hypothetical DNA-binding protein
FQ312003.1	1653158	1654337	1	SL1344_1536	SL1344_1536	CDS	hypothetical benzoate membrane transport protein
FQ312003.1	1654390	1655059	-1	SL1344_1537	SL1344_1537	CDS	hypothetical lipoprotein
FQ312003.1	1655214	1655811	-1	SL1344_1538	tehB	CDS	tellurite resistance protein TehB
FQ312003.1	1655797	1656811	-1	SL1344_1539	tehA	CDS	tellurite resistance protein TehA
FQ312003.1	1656917	1657898	1	SL1344_1540	ydcK	CDS	hypothetical transferase
FQ312003.1	1657894	1658434	-1	SL1344_1541	rimL	CDS	ribosomal-protein-serine acetyltransferase
FQ312003.1	1658650	1659769	1	SL1344_1542	SL1344_1542	CDS	conserved hypothetical protein
FQ312003.1	1659765	1660047	1	SL1344_1543	SL1344_1543	CDS	hypothetical phosphotransferase enzyme
FQ312003.1	1660057	1661371	1	SL1344_1544	SL1344_1544	CDS	hypothetical phosphotransferase enzyme
FQ312003.1	1661384	1662191	1	SL1344_1545	SL1344_1545	CDS	conserved hypothetical protein
FQ312003.1	1662322	1662760	1	SL1344_1546	SL1344_1546	CDS	hypothetical phosphotransferase enzyme
FQ312003.1	1662771	1663404	1	SL1344_1547	SL1344_1547	CDS	hypothetical ribulose-5-phosphate 3-epimerase
FQ312003.1	1663419	1664211	1	SL1344_1548	SL1344_1548	CDS	hypothetical regulatory protein
FQ312003.1	1664210	1664648	1	SL1344_1549	aac	CDS	aminoglycoside 6'-N-acetyltransferase
FQ312003.1	1664694	1665897	-1	SL1344_1550	SL1344_1550	CDS	hypothetical L-lactate oxidase
FQ312003.1	1665908	1666484	-1	SL1344_1551	SL1344_1551	CDS	hypothetical exported protein
FQ312003.1	1666679	1668335	-1	SL1344_1552	ydcG	CDS	glucan biosynthesis protein D
FQ312003.1	1668554	1670063	-1	SL1344_1553	SL1344_1553	CDS	hypothetical esterase
FQ312003.1	1670111	1671455	-1	SL1344_1554	SL1344_1554	CDS	conserved hypothetical protein
FQ312003.1	1671747	1672671	1	SL1344_1555	ydcI	CDS	hypothetical LysR-family transcriptional regulatory protein
FQ312003.1	1672731	1674357	-1	SL1344_1556	trg	CDS	methyl-accepting chemotaxis protein III (mcp-iii) (ribose and galactose chemoreceptor protein)
FQ312003.1	1674525	1675644	-1	SL1344_1557	adhC	CDS	alcohol dehydrogenase class III (ec 1.1.1.1) (glutathione-dependent formaldehyde dehydrogenase) (ec 1.2.1.1) (fdh) (faldh)
FQ312003.1	1675675	1675951	-1	SL1344_1558	SL1344_1558	CDS	conserved hypothetical protein
FQ312003.1	1676473	1676875	1	SL1344_1559	steB	CDS	Type III secretion system effector protein
FQ312003.1	1677003	1677720	-1	SL1344_1560	SL1344_1560	CDS	hypothetical membrane protein
FQ312003.1	1678145	1679372	1	SL1344_1561	sseJ	CDS	Type III secretion system effector protein (SseJ)-antagonises the activity of SifA
FQ312003.1	1679492	1679837	-1	SL1344_1562	SL1344_1562	CDS	hypothetical membrane protein
FQ312003.1	1680743	1681505	1	SL1344_1563	SL1344_1563	CDS	hypothetical periplasmic amino acid-binding protein
FQ312003.1	1681511	1682159	1	SL1344_1564	SL1344_1564	CDS	hypothetical ABC amino acid transporter permease
FQ312003.1	1682183	1682915	1	SL1344_1565	SL1344_1565	CDS	ABC transporter ATP-binding subunit
FQ312003.1	1682911	1683592	1	SL1344_1566	SL1344_1566	CDS	hypothetical amino acid ABC transporter
FQ312003.1	1683728	1685279	1	SL1344_1567	SL1344_1567	CDS	hypothetical membrane protein
FQ312003.1	1685742	1686405	1	SL1344_1568	SL1344_1568	CDS	possible methyltransferase
FQ312003.1	1686675	1687206	-1	SL1344_1569	cybB	CDS	cytochrome b561 (cytochrome b-561)
FQ312003.1	1687322	1688123	-1	SL1344_1570	ydcF	CDS	conserved hypothetical protein
FQ312003.1	1688186	1692089	-1	SL1344_1571	hrpA	CDS	ATP-dependent helicase HrpA
FQ312003.1	1692289	1692895	1	SL1344_1572	acpD	CDS	Acyl carrier protein phosphodiesterase
FQ312003.1	1692891	1693341	-1	SL1344_1573	SL1344_1573	CDS	hypothetical protein
FQ312003.1	1693483	1693807	-1	SL1344_1574	ydbL	CDS	hypothetical secreted protein
FQ312003.1	1693814	1694006	-1	SL1344_1575	ynbE	CDS	hypothetical lipoprotein
FQ312003.1	1694005	1696642	-1	SL1344_1576	ydbH	CDS	hypothetical exported protein
FQ312003.1	1696881	1697871	1	SL1344_1577	ldhA	CDS	D-lactate dehydrogenase
FQ312003.1	1697981	1698392	1	SL1344_1578	hslJ	CDS	heat shock protein (hslJ)
FQ312003.1	1698435	1698591	-1	SL1344_1579	SL1344_1579	CDS	conserved hypothetical protein
FQ312003.1	1698617	1698917	1	SL1344_1580	SL1344_1580	CDS	conserved hypothetical protein
